SystemSize,SystemSizeID,SystemType,SystemTypeID,SolarPanel,SolarPanelID,Inverter,InverterID,Battery ,BatteryID,BatteryCost,NoOfBatteries ,BatteryTotalCost,InvetrerCost,NoOfInveters ,PanelCost,NoOfPanels,TotalInveterCost,TotalPanelCost,TotalSystemCost
4kW,4,Hybrid,3,Jinko Solar China,2,Growatt China,4,Lead Acid,3,120000,2,240000,510000,1,46000,4,510000,184000,934000
5kW,5,Hybrid,3,Jinko Solar China,2,Growatt China,4,Lead Acid,3,120000,3,360000,630000,1,46000,5,630000,230000,1220000
7.5kW,6,Hybrid,3,Jinko Solar China,2,Growatt China,4,Lead Acid,3,120000,4,480000,810000,1,46000,7,810000,322000,1612000
8kW,7,Hybrid,3,Jinko Solar China,2,Growatt China,4,Lead Acid,3,120000,4,480000,870000,1,46000,8,870000,368000,1718000
10kW,8,Hybrid,3,Jinko Solar China,2,Growatt China,4,Lead Acid,3,120000,5,600000,945000,1,46000,10,945000,460000,2005000
1kW,1,Hybrid,3,Canadian Solar Canada,3,Goodwee China,1,Lead Acid,3,65000,1,65000,111000,1,54000,1,111000,54000,230000
2kW,2,Hybrid,3,Canadian Solar Canada,3,Goodwee China,1,Lead Acid,3,120000,1,120000,165000,1,54000,2,165000,108000,393000
3.5kW,3,Hybrid,3,Canadian Solar Canada,3,Goodwee China,1,Lead Acid,3,120000,2,240000,315000,1,54000,4,315000,216000,771000
4kW,4,Hybrid,3,Canadian Solar Canada,3,Goodwee China,1,Lead Acid,3,120000,2,240000,450000,1,54000,4,450000,216000,906000
5kW,5,Hybrid,3,Canadian Solar Canada,3,Goodwee China,1,Lead Acid,3,120000,3,360000,615000,1,54000,5,615000,270000,1245000
7.5kW,6,Hybrid,3,Canadian Solar Canada,3,Goodwee China,1,Lead Acid,3,120000,4,480000,780000,1,54000,7,780000,378000,1638000
8kW,7,Hybrid,3,Canadian Solar Canada,3,Goodwee China,1,Lead Acid,3,120000,4,480000,840000,1,54000,8,840000,432000,1752000
10kW,8,Hybrid,3,Canadian Solar Canada,3,Goodwee China,1,Lead Acid,3,120000,5,600000,930000,1,54000,10,930000,540000,2070000
1kW,1,Hybrid,3,Canadian Solar Canada,3,SMA Germany ,2,Lead Acid,3,65000,1,65000,141000,1,54000,1,141000,54000,260000
2kW,2,Hybrid,3,Canadian Solar Canada,3,SMA Germany ,2,Lead Acid,3,120000,1,120000,210000,1,54000,2,210000,108000,438000
3.5kW,3,Hybrid,3,Canadian Solar Canada,3,SMA Germany ,2,Lead Acid,3,120000,2,240000,390000,1,54000,4,390000,216000,846000
4kW,4,Hybrid,3,Canadian Solar Canada,3,SMA Germany ,2,Lead Acid,3,120000,2,240000,555000,1,54000,4,555000,216000,1011000
5kW,5,Hybrid,3,Canadian Solar Canada,3,SMA Germany ,2,Lead Acid,3,120000,3,360000,735000,1,54000,5,735000,270000,1365000
7.5kW,6,Hybrid,3,Canadian Solar Canada,3,SMA Germany ,2,Lead Acid,3,120000,4,480000,870000,1,54000,7,870000,378000,1728000
8kW,7,Hybrid,3,Canadian Solar Canada,3,SMA Germany ,2,Lead Acid,3,120000,4,480000,975000,1,54000,8,975000,432000,1887000
10kW,8,Hybrid,3,Canadian Solar Canada,3,SMA Germany ,2,Lead Acid,3,120000,5,600000,1170000,1,54000,10,1170000,540000,2310000
1kW,1,Hybrid,3,Canadian Solar Canada,3,CanadainSolar Canada,3,Lead Acid,3,65000,1,65000,136500,1,54000,1,136500,54000,255500
2kW,2,Hybrid,3,Canadian Solar Canada,3,CanadainSolar Canada,3,Lead Acid,3,120000,1,120000,195000,1,54000,2,195000,108000,423000
3.5kW,3,Hybrid,3,Canadian Solar Canada,3,CanadainSolar Canada,3,Lead Acid,3,120000,2,240000,330000,1,54000,4,330000,216000,786000
4kW,4,Hybrid,3,Canadian Solar Canada,3,CanadainSolar Canada,3,Lead Acid,3,120000,2,240000,465000,1,54000,4,465000,216000,921000
5kW,5,Hybrid,3,Canadian Solar Canada,3,CanadainSolar Canada,3,Lead Acid,3,120000,3,360000,615000,1,54000,5,615000,270000,1245000
7.5kW,6,Hybrid,3,Canadian Solar Canada,3,CanadainSolar Canada,3,Lead Acid,3,120000,4,480000,810000,1,54000,7,810000,378000,1668000
8kW,7,Hybrid,3,Canadian Solar Canada,3,CanadainSolar Canada,3,Lead Acid,3,120000,4,480000,960000,1,54000,8,960000,432000,1872000
10kW,8,Hybrid,3,Canadian Solar Canada,3,CanadainSolar Canada,3,Lead Acid,3,120000,5,600000,1140000,1,54000,10,1140000,540000,2280000
1kW,1,Hybrid,3,Canadian Solar Canada,3,Growatt China,4,Lead Acid,3,65000,1,65000,109500,1,54000,1,109500,54000,228500
2kW,2,Hybrid,3,Canadian Solar Canada,3,Growatt China,4,Lead Acid,3,120000,1,120000,157500,1,54000,2,157500,108000,385500
3.5kW,3,Hybrid,3,Canadian Solar Canada,3,Growatt China,4,Lead Acid,3,120000,2,240000,324000,1,54000,4,324000,216000,780000
4kW,4,Hybrid,3,Canadian Solar Canada,3,Growatt China,4,Lead Acid,3,120000,2,240000,510000,1,54000,4,510000,216000,966000
5kW,5,Hybrid,3,Canadian Solar Canada,3,Growatt China,4,Lead Acid,3,120000,3,360000,630000,1,54000,5,630000,270000,1260000
7.5kW,6,Hybrid,3,Canadian Solar Canada,3,Growatt China,4,Lead Acid,3,120000,4,480000,810000,1,54000,7,810000,378000,1668000
8kW,7,Hybrid,3,Canadian Solar Canada,3,Growatt China,4,Lead Acid,3,120000,4,480000,870000,1,54000,8,870000,432000,1782000
10kW,8,Hybrid,3,Canadian Solar Canada,3,Growatt China,4,Lead Acid,3,120000,5,600000,945000,1,54000,10,945000,540000,2085000
1kW,1,Hybrid,3,Panasonic Japan,4,Goodwee China,1,Lead Acid,3,65000,1,65000,111000,1,62000,1,111000,62000,238000
2kW,2,Hybrid,3,Panasonic Japan,4,Goodwee China,1,Lead Acid,3,120000,1,120000,165000,1,62000,2,165000,124000,409000
3.5kW,3,Hybrid,3,Panasonic Japan,4,Goodwee China,1,Lead Acid,3,120000,2,240000,315000,1,62000,4,315000,248000,803000
4kW,4,Hybrid,3,Panasonic Japan,4,Goodwee China,1,Lead Acid,3,120000,2,240000,450000,1,62000,4,450000,248000,938000
5kW,5,Hybrid,3,Panasonic Japan,4,Goodwee China,1,Lead Acid,3,120000,3,360000,615000,1,62000,5,615000,310000,1285000
7.5kW,6,Hybrid,3,Panasonic Japan,4,Goodwee China,1,Lead Acid,3,120000,4,480000,780000,1,62000,7,780000,434000,1694000
8kW,7,Hybrid,3,Panasonic Japan,4,Goodwee China,1,Lead Acid,3,120000,4,480000,840000,1,62000,8,840000,496000,1816000
10kW,8,Hybrid,3,Panasonic Japan,4,Goodwee China,1,Lead Acid,3,120000,5,600000,930000,1,62000,10,930000,620000,2150000
1kW,1,Hybrid,3,Panasonic Japan,4,SMA Germany ,2,Lead Acid,3,65000,1,65000,141000,1,62000,1,141000,62000,268000
2kW,2,Hybrid,3,Panasonic Japan,4,SMA Germany ,2,Lead Acid,3,120000,1,120000,210000,1,62000,2,210000,124000,454000
3.5kW,3,Hybrid,3,Panasonic Japan,4,SMA Germany ,2,Lead Acid,3,120000,2,240000,390000,1,62000,4,390000,248000,878000
4kW,4,Hybrid,3,Panasonic Japan,4,SMA Germany ,2,Lead Acid,3,120000,2,240000,555000,1,62000,4,555000,248000,1043000
5kW,5,Hybrid,3,Panasonic Japan,4,SMA Germany ,2,Lead Acid,3,120000,3,360000,735000,1,62000,5,735000,310000,1405000
7.5kW,6,Hybrid,3,Panasonic Japan,4,SMA Germany ,2,Lead Acid,3,120000,4,480000,870000,1,62000,7,870000,434000,1784000
8kW,7,Hybrid,3,Panasonic Japan,4,SMA Germany ,2,Lead Acid,3,120000,4,480000,975000,1,62000,8,975000,496000,1951000
10kW,8,Hybrid,3,Panasonic Japan,4,SMA Germany ,2,Lead Acid,3,120000,5,600000,1170000,1,62000,10,1170000,620000,2390000
1kW,1,Hybrid,3,Panasonic Japan,4,CanadainSolar Canada,3,Lead Acid,3,65000,1,65000,136500,1,62000,1,136500,62000,263500
2kW,2,Hybrid,3,Panasonic Japan,4,CanadainSolar Canada,3,Lead Acid,3,120000,1,120000,195000,1,62000,2,195000,124000,439000
3.5kW,3,Hybrid,3,Panasonic Japan,4,CanadainSolar Canada,3,Lead Acid,3,120000,2,240000,330000,1,62000,4,330000,248000,818000
4kW,4,Hybrid,3,Panasonic Japan,4,CanadainSolar Canada,3,Lead Acid,3,120000,2,240000,465000,1,62000,4,465000,248000,953000
5kW,5,Hybrid,3,Panasonic Japan,4,CanadainSolar Canada,3,Lead Acid,3,120000,3,360000,615000,1,62000,5,615000,310000,1285000
7.5kW,6,Hybrid,3,Panasonic Japan,4,CanadainSolar Canada,3,Lead Acid,3,120000,4,480000,810000,1,62000,7,810000,434000,1724000
8kW,7,Hybrid,3,Panasonic Japan,4,CanadainSolar Canada,3,Lead Acid,3,120000,4,480000,960000,1,62000,8,960000,496000,1936000
10kW,8,Hybrid,3,Panasonic Japan,4,CanadainSolar Canada,3,Lead Acid,3,120000,5,600000,1140000,1,62000,10,1140000,620000,2360000
1kW,1,Hybrid,3,Panasonic Japan,4,Growatt China,4,Lead Acid,3,65000,1,65000,109500,1,62000,1,109500,62000,236500
2kW,2,Hybrid,3,Panasonic Japan,4,Growatt China,4,Lead Acid,3,120000,1,120000,157500,1,62000,2,157500,124000,401500
3.5kW,3,Hybrid,3,Panasonic Japan,4,Growatt China,4,Lead Acid,3,120000,2,240000,324000,1,62000,4,324000,248000,812000
4kW,4,Hybrid,3,Panasonic Japan,4,Growatt China,4,Lead Acid,3,120000,2,240000,510000,1,62000,4,510000,248000,998000
5kW,5,Hybrid,3,Panasonic Japan,4,Growatt China,4,Lead Acid,3,120000,3,360000,630000,1,62000,5,630000,310000,1300000
7.5kW,6,Hybrid,3,Panasonic Japan,4,Growatt China,4,Lead Acid,3,120000,4,480000,810000,1,62000,7,810000,434000,1724000
8kW,7,Hybrid,3,Panasonic Japan,4,Growatt China,4,Lead Acid,3,120000,4,480000,870000,1,62000,8,870000,496000,1846000
10kW,8,Hybrid,3,Panasonic Japan,4,Growatt China,4,Lead Acid,3,120000,5,600000,945000,1,62000,10,945000,620000,2165000
